id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
652b455f-94eb-40e8-b2d1-477b6588bec6,Ben Smith,Ben Smith,,,,Independent,Independent,Constituency 31,Southampton West Central,Parliament,2017,,,,,,,
c9c09cdd-58c4-47bb-beb9-143fa325d1ca,Christopher Famous,Christopher Famous,,,,Independent,Independent,Constituency 11,Devonshire East,Parliament,2017,,,,,,,
f2525a8e-20b7-4a28-9406-df92839077f1,Craig Cannonier,Craig Cannonier,,,,Independent,Independent,Constituency 12,Devonshire South Central,Parliament,2017,,,,,,,
e3950033-6835-49c2-86c2-e0de9cfce212,Curtis L. Dickinson,Curtis L. Dickinson,,,,Independent,Independent,Constituency 25,Warwick North East,Parliament,2017,,,,,,,
19af34f0-a348-4835-91a0-b9d348141160,David Burch,David Burch,,,,Independent,Independent,Constituency 27,Warwick North Central,Parliament,2017,,,,,,,
d32b6a7d-61fb-476c-ab8c-aa1b669e557b,David Burt,David Burt,,,,Independent,Independent,Constituency 18,Pembroke West Central,Parliament,2017,,,,,,,
4b6f9783-df2e-4ba2-8270-edd97e04289b,Dennis Lister,Dennis Lister,,,,Independent,Independent,Constituency 35,Sandys North Central,Parliament,2017,,,,,,,
9eb40086-5777-4ec5-8f10-d7441ce46e00,Dennis Lister III,Dennis Lister III,,,,Independent,Independent,Constituency 28,Warwick West,Parliament,2017,,,,,,,
c1f216bb-ce18-438b-8fee-e055f23e3e10,Derrick Burgess,Derrick Burgess,,,,Independent,Independent,Constituency 5,Hamilton East,Parliament,2017,,,,,,,
27d3a5d5-dd01-4ced-9145-4bc571b407f6,Diallo Rabain,Diallo Rabain,,,,Independent,Independent,Constituency 13,Devonshire North Central,Parliament,2017,,,,,,,
89687286-b742-46ce-988e-6e90cb3836a5,Jamahl Simmons,Jamahl Simmons,,,,Independent,Independent,Constituency 33,Sandys South,Parliament,2017,,,,,,,
933dc9b7-dbf3-4d89-8619-e22f10f5765a,Jeanne Atherden,Jeanne Atherden,,,,Independent,Independent,Constituency 19,Pembroke West,Parliament,2017,,,,,,,
7c0a47ca-198d-4c08-a138-982709bb6801,Kim Swan,Kim Swan,,,,Independent,Independent,Constituency 2,St. George's West,Parliament,2017,,,,,,,
b8a58680-9b10-48f0-b47c-7d095c608c0a,Kim Wilson,Kim Wilson,,,,Independent,Independent,Constituency 34,Sandys South Central,Parliament,2017,,,,,,,
ddcc139a-b1ef-461c-a55f-5fe8d275565f,Lawrence Scott,Lawrence Scott,,,,Independent,Independent,Constituency 24,Warwick South East,Parliament,2017,,,,,,,
468ef3a9-2050-4ea2-9671-2e897865568c,Leah Scott,Leah Scott,,,,Independent,Independent,Constituency 30,Southampton East Central,Parliament,2017,,,,,,,
a804c905-5cb1-4acc-96cd-1f77f41e1cff,Lovitta Foggo,Lovitta Foggo,,,,Independent,Independent,Constituency 3,St. David's,Parliament,2017,,,,,,,
55563124-f49a-4f25-9f75-24a9a2ea990c,Michael Dunkley,Michael Dunkley,,,,Independent,Independent,Constituency 10,Smiths North,Parliament,2017,,,,,,,
ae8df5ea-b0fb-4228-b18a-6d88584e4065,Michael Scott,Michael Scott,,,,Independent,Independent,Constituency 36,Sandys North,Parliament,2017,,,,,,,
ddde72ee-aa6a-4129-9cfb-0bb7985c54e6,Michael Weeks,Michael Weeks,,,,Independent,Independent,Constituency 16,Pembroke East Central,Parliament,2017,,,,,,,
9d6979e5-43e6-4c90-9443-6af227a94a17,N. Cole Simons,N. Cole Simons,,,,Independent,Independent,Constituency 8,Smiths South,Parliament,2017,,,,,,,
1cc3094f-54e3-47e1-9395-4602c7ea1e68,Neville Tyrrell,Neville Tyrrell,,,,Independent,Independent,Constituency 26,Warwick South Central,Parliament,2017,,,,,,,
4e127ba5-f80e-4904-87b5-a9d4943acbd3,Patricia Gordon Pamplin,Patricia Gordon Pamplin,,,,Independent,Independent,Constituency 23,Paget West,Parliament,2017,,,,,,,
3519bcc4-a25d-4925-bf9d-b9338ba8f862,Renee Ming,Renee Ming,,,,Independent,Independent,Constituency 1,St. George's North,Parliament,2017,,,,,,,
1700ef71-c40f-469d-b6b6-8044e44c0438,Rolfe Commissiong,Rolfe Commissiong,,,,Independent,Independent,Constituency 21,Pembroke South East,Parliament,2017,,,,,,,
ad84b17b-0f15-4792-828b-0aa53b4dabe5,Scott Pearman,Scott Pearman,,,,Independent,Independent,Constituency 22,Paget East,Parliament,2017,,,,,,,
e9cbdcc6-6c9b-4317-a681-c6d4f8d58c9e,Scott Simmons,Scott Simmons,,,,PLP,98db65dd-b138-4fbe-a689-35a5eb826c88,Constituency 32,Southampton West,Parliament,2017,,,,,,Q1565799,
ba3604fd-5781-418a-be07-8c78639a0bde,Susan Jackson,Susan Jackson,,,,Independent,Independent,Constituency 20,Pembroke South West,Parliament,2017,,,,,,,
1d31026e-ccd3-43d6-9d56-a1e460af0ef2,Sylvan Richards Jr.,Sylvan Richards Jr.,,,,Independent,Independent,Constituency 7,Hamilton South,Parliament,2017,,,,,,,
fad53cc0-ad38-48cf-850d-99c66ee500ca,Tinee Furbert,Tinee Furbert,,,,Independent,Independent,Constituency 4,St. George's South,Parliament,2017,,,,,,,
1ed4eeff-b13f-47e2-b9ff-04ad36733838,Trevor Moniz,Trevor Moniz,,,,Independent,Independent,Constituency 9,Smiths West,Parliament,2017,,,,,,,
045bb877-92e3-476c-9023-9b1fa0ca2bee,Walter Roban,Walter Roban,,,,Independent,Independent,Constituency 15,Pembroke East,Parliament,2017,,,,,,,
85ea3e56-d251-4a1f-bada-c18cf98ed5ba,Walton Brown,Walton Brown,,,,Independent,Independent,Constituency 17,Pembroke Central,Parliament,2017,,,,,,,
43dc65d2-972d-41b0-a331-12df8ac55bd7,Wayne Caines,Wayne Caines,,,,Independent,Independent,Constituency 14,Devonshire North West,Parliament,2017,,,,,,,
66edc3e1-cb13-4e01-8759-9476dacc6f0c,Wayne Furbert,Wayne Furbert,,,,Independent,Independent,Constituency 6,Hamilton West,Parliament,2017,,,,,,,
dcdc9a9e-5048-4351-b40b-af11bd995445,Zane De Silva,Zane De Silva,,,,Independent,Independent,Constituency 29,Southampton East,Parliament,2017,,,,,,,
